connector_id,node_id,type,x,y,z,roi,confidence
405,3678,post,15220,34453,25675,AL(R),0.981492
406,3405,post,15186,36113,24935,AL(R),0.910005
407,4025,post,15011,36005,24840,AL(R),0.729921
408,2811,post,14947,34561,25820,AL(R),0.859825
409,2524,post,16118,35181,26407,AL(R),0.932301
410,2054,post,14797,35322,25032,AL(R),0.865977
411,612,post,14646,34381,25707,AL(R),0.736855
412,4595,post,15862,36930,25253,AL(R),0.8561
413,1313,post,16282,36961,25142,AL(R),0.909034
414,3390,post,15068,35538,25320,AL(R),0.764974
415,3257,post,14978,35458,25325,AL(R),0.881571
416,26,post,16263,37152,25827,AL(R),0.941144
417,4269,post,15827,36893,25369,AL(R),0.998438
418,2347,post,14473,34889,25880,AL(R),0.982896
419,3576,post,14715,35043,26013,AL(R),0.993159
420,2398,post,15018,34246,25492,AL(R),0.997558
421,4839,post,16171,36758,25467,AL(R),0.955
422,3726,post,15540,37016,25622,AL(R),0.978302
423,524,post,15867,36963,25389,AL(R),0.99
424,525,post,15865,36914,25367,AL(R),0.975
425,1828,post,16061,34989,26050,AL(R),0.672
426,1730,post,14848,34296,25398,AL(R),0.940699
427,2394,post,14925,34294,25497,AL(R),0.980718
428,511,post,15578,36979,25477,AL(R),0.988574
429,2626,post,15005,36761,25385,AL(R),0.983875
430,4145,post,16414,34965,26015,AL(R),0.894546
431,1011,post,14439,34887,25697,AL(R),0.84666
432,4676,post,16560,35345,25759,AL(R),0.634987
433,4675,post,16606,35433,25744,AL(R),0.994533
434,2995,post,16136,35048,26134,AL(R),0.478
435,3212,post,14678,34561,25394,AL(R),0.992927
436,516,post,15624,36999,25394,AL(R),0.572574
437,2895,post,16577,36462,25406,AL(R),0.757664
438,3371,post,14553,35604,25496,AL(R),0.798105
439,4449,post,15289,34747,26128,AL(R),0.458913
440,4824,post,14516,35506,25409,AL(R),0.714164
441,3237,post,16540,35991,25945,AL(R),0.956177
442,2638,post,16080,35418,26231,AL(R),0.989524
443,2335,post,16680,36522,25023,AL(R),0.994069
444,3375,post,14581,35510,25519,AL(R),0.910412
445,1494,pre,6544,20603,14225,LH(R),0.976
446,1544,pre,4407,23587,14222,LH(R),0.996
447,3944,pre,4383,21589,15745,LH(R),0.992
448,2242,pre,6056,23371,15729,LH(R),0.988
449,2242,pre,6036,23322,15684,LH(R),0.958
450,1500,post,6521,21129,14329,LH(R),0.751798
451,2458,post,15580,36321,26614,AL(R),0.70626
452,3973,post,14945,35169,26431,AL(R),0.703593
453,3071,post,14761,34623,25545,AL(R),0.842975
454,3411,post,14690,34754,25671,AL(R),0.876908
455,4817,post,15781,36094,25303,AL(R),0.980649
456,1983,post,15377,36763,26311,AL(R),0.98425
457,4020,post,15915,35886,25113,AL(R),0.999273
458,3227,pre,14761,35635,25569,AL(R),0.936
459,3407,pre,14543,34711,25752,AL(R),0.996
460,2350,post,14540,34968,25990,AL(R),0.981912
461,1214,post,15472,35337,25647,AL(R),0.998382
462,4284,post,14754,35391,25450,AL(R),0.769581
463,3228,post,14699,35584,25609,AL(R),0.955068
464,1215,post,15382,35262,25712,AL(R),0.777248
465,4700,post,14977,35443,24906,AL(R),0.812839
466,4249,pre,5657,22420,16137,LH(R),0.995
467,1571,pre,5974,23308,16330,AVLP(R),0.823
468,2926,pre,4244,21715,16285,LH(R),0.983
469,1549,pre,5400,22418,16081,LH(R),0.995
470,1511,pre,6820,22212,14572,LH(R),0.99
471,3927,post,3872,22337,15651,LH(R),0.42697
472,4573,post,3825,22337,15604,LH(R),0.493665
473,1783,post,14638,34927,25492,AL(R),0.724151
474,2679,post,14840,35842,25490,AL(R),0.965138
475,4699,post,14943,35506,24840,AL(R),0.875904
476,866,post,15307,35594,24624,AL(R),0.669678
477,3070,post,14767,34608,25538,AL(R),0.80374
478,4103,post,14718,35401,25139,AL(R),0.836
479,4826,post,14818,35842,25605,AL(R),0.470536
480,3074,post,14736,35478,25009,AL(R),0.987005
481,88,pre,16397,34169,25984,AL(R),0.981
482,564,pre,15929,34433,27084,AL(R),0.986
483,3181,pre,16262,35632,26949,AL(R),0.999
484,491,pre,15095,36384,26230,AL(R),0.985
485,492,pre,15172,36434,26127,AL(R),0.996
486,4218,pre,16827,35119,26327,AL(R),0.997
487,1822,pre,16121,36518,25793,AL(R),0.965
488,2044,pre,16990,35321,26222,AL(R),0.995
489,4864,pre,16119,34822,27430,AL(R),0.963
490,4873,pre,16829,35797,24614,AL(R),0.98
491,4524,pre,16197,34558,27523,AL(R),0.983
492,4823,pre,14666,35206,26449,AL(R),0.998
493,558,pre,16082,34731,27426,AL(R),0.969
494,1132,post,15532,35657,25580,AL(R),0.893147
495,990,pre,15538,34720,27203,AL(R),0.993
496,1648,pre,15850,35322,24926,AL(R),0.954
497,3124,pre,15179,36206,26145,AL(R),0.991
498,903,pre,16743,36091,26300,AL(R),0.988
499,989,pre,15653,34864,27323,AL(R),0.986
500,68,pre,17401,35640,25694,AL(R),0.996
501,4102,post,14669,35337,25115,AL(R),0.995487
502,1761,post,16806,36602,25573,AL(R),0.990415
503,4856,post,15491,34665,27089,AL(R),0.998248
504,788,post,16382,35630,24782,AL(R),0.682714
505,990,post,15559,34785,27241,AL(R),0.675434
506,1077,post,15463,13268,11145,CA(R),0.691239
507,2041,pre,16928,35012,26156,AL(R),0.995
508,4485,pre,15777,35669,25750,AL(R),0.987
509,1820,pre,16022,36629,25928,AL(R),0.99
510,3976,post,14675,35345,26366,AL(R),0.731337
511,3136,pre,15061,36425,26184,AL(R),0.934
512,563,pre,16097,34506,27275,AL(R),0.995
513,3304,pre,15438,34129,25733,AL(R),0.989
514,4859,pre,16033,34797,27589,AL(R),0.995
515,1213,post,15604,35615,25640,AL(R),0.963686
516,792,post,16212,35456,24689,AL(R),0.915985
517,4693,post,15265,34752,25147,AL(R),0.326248
518,2040,pre,16960,34870,26151,AL(R),0.983
519,1829,pre,16161,35055,26000,AL(R),0.985
520,79,post,16906,34800,25594,AL(R),0.89492
521,4855,post,15733,34048,26227,AL(R),0.925472
522,1648,post,15966,35366,24991,AL(R),0.998953
523,3668,post,15708,35139,27596,AL(R),0.796546
524,4579,pre,5330,23551,15755,LH(R),0.994
525,992,pre,15372,34750,27073,AL(R),0.994
526,992,pre,15317,34757,27061,AL(R),0.823
527,887,pre,16273,35347,26953,AL(R),0.978
528,4856,pre,15492,34707,27116,AL(R),0.982
529,3457,pre,15196,34531,25120,AL(R),0.995
530,4823,post,14610,35277,26411,AL(R),0.905228
531,3458,post,15174,34429,25137,AL(R),0.843029
532,1747,post,15528,34299,25145,AL(R),0.884281
533,564,post,16078,34357,27105,AL(R),0.982688
534,1699,post,14995,34616,26475,AL(R),0.683191
535,789,pre,16287,35530,24693,AL(R),0.998
536,72,pre,17146,35403,25634,AL(R),0.972
537,990,post,15519,34695,27183,AL(R),0.842
538,3126,post,15256,36115,26229,AL(R),0.962736
539,930,post,16471,36150,26351,AL(R),0.957253
540,798,post,16010,35184,24656,AL(R),0.708
